PMID,Title,Journal,Authors,Abstract,DOI,PubMedURL,SciHub,PathwayName,Error
8840783,"Microbial metabolism of pyridine, quinoline, acridine, and their derivatives under aerobic and anaerobic conditions.",Microbiological reviews,"Kaiser JP, Feng Y, Bollag JM","Our review of the metabolic pathways of pyridines and aza-arenes showed that biodegradation of heterocyclic aromatic compounds occurs under both aerobic and anaerobic conditions. Depending upon the environmental conditions, different types of bacteria, fungi, and enzymes are involved in the degradation process of these compounds. Our review indicated that different organisms are using different pathways to biotransform a substrate. Our review also showed that the transformation rate of the pyridine derivatives is dependent on the substituents. For example, pyridine carboxylic acids have the highest transformation rate followed by mono-hydroxypyridines, methylpyridines, aminopyridines, and halogenated pyridines. Through the isolation of metabolites, it was possible to demonstrate the mineralization pathway of various heterocyclic aromatic compounds. By using 14C-labeled substrates, it was possible to show that ring fission of a specific heterocyclic compound occurs at a specific position of the ring. Furthermore, many researchers have been able to isolate and characterize the microorganisms or even the enzymes involved in the transformation of these compounds or their derivatives. In studies involving 18O labeling as well as the use of cofactors and coenzymes, it was possible to prove that specific enzymes (e.g., mono- or dioxygenases) are involved in a particular degradation step. By using H2 18O, it could be shown that in certain transformation reactions, the oxygen was derived from water and that therefore these reactions might also occur under anaerobic conditions.",10.1128/mr.60.3.483-498.1996,https://pubmed.ncbi.nlm.nih.gov/8840783,https://sci-hub.se/10.1128/mr.60.3.483-498.1996,Isoniazid,
15231844,Enzyme-catalyzed mechanism of isoniazid activation in class I and class III peroxidases.,The Journal of biological chemistry,"Pierattelli R, Banci L, Eady NA, Bodiguel J, Jones JN, Moody PC, Raven EL, Jamart-Grégoire B, Brown KA","There is an urgent need to understand the mechanism of activation of the frontline anti-tuberculosis drug isoniazid by the Mycobacterium tuberculosis catalase-peroxidase. To address this, a combination of NMR spectroscopic, biochemical, and computational methods have been used to obtain a model of the frontline anti-tuberculosis drug isoniazid bound to the active site of the class III peroxidase, horseradish peroxidase C. This information has been used in combination with the new crystal structure of the M. tuberculosis catalase-peroxidase to predict the mode of INH binding across the class I heme peroxidase family. An enzyme-catalyzed mechanism for INH activation is proposed that brings together structural, functional, and spectroscopic data from a variety of sources. Collectively, the information not only provides a molecular basis for understanding INH activation by the M. tuberculosis catalase-peroxidase but also establishes a new conceptual framework for testing hypotheses regarding the enzyme-catalyzed turnover of this compound in a number of heme peroxidases.",10.1074/jbc.M402384200,https://pubmed.ncbi.nlm.nih.gov/15231844,https://sci-hub.se/10.1074/jbc.M402384200,Isoniazid,
16648861,Mycobacterium tuberculosis dihydrofolate reductase is a target for isoniazid.,Nature structural & molecular biology,"Argyrou A, Vetting MW, Aladegbami B, Blanchard JS","Isoniazid is a key drug used in the treatment of tuberculosis. Isoniazid is a pro-drug, which, after activation by the katG-encoded catalase peroxidase, reacts nonenzymatically with NAD(+) and NADP(+) to generate several isonicotinoyl adducts of these pyridine nucleotides. One of these, the acyclic 4S isomer of isoniazid-NAD, targets the inhA-encoded enoyl-ACP reductase, an enzyme essential for mycolic acid biosynthesis in Mycobacterium tuberculosis. Here we show that the acyclic 4R isomer of isoniazid-NADP inhibits the M. tuberculosis dihydrofolate reductase (DHFR), an enzyme essential for nucleic acid synthesis. This biologically relevant form of the isoniazid adduct is a subnanomolar bisubstrate inhibitor of M. tuberculosis DHFR. Expression of M. tuberculosis DHFR in Mycobacterium smegmatis mc(2)155 protects cells against growth inhibition by isoniazid by sequestering the drug. Thus, M. tuberculosis DHFR is the first new target for isoniazid identified in the last decade.",10.1038/nsmb1089,https://pubmed.ncbi.nlm.nih.gov/16648861,https://sci-hub.se/10.1038/nsmb1089,Isoniazid,
9371430,katGI and katGII encode two different catalases-peroxidases in Mycobacterium fortuitum.,Journal of bacteriology,"Menéndez MC, Ainsa JA, Martín C, García MJ","It has been suggested that catalase-peroxidase plays an important role in several aspects of mycobacterial metabolism and is a virulence factor in the main pathogenic mycobacteria. In this investigation, we studied genes encoding for this protein in the fast-growing opportunistic pathogen Mycobacterium fortuitum. Nucleotide sequences of two different catalase-peroxidase genes (katGI and katGII) of M. fortuitum are described. They show only 64% homology at the nucleotide level and 55% identity at the amino acid level, and they are more similar to catalases-peroxidases from different bacteria, including mycobacteria, than to each other. Both proteins were found to be expressed in actively growing M. fortuitum, and both could also be expressed when transformed into Escherichia coli and M. aurum. We detected the presence of a copy of IS6100 in the neighboring region of a katG gene in the M. fortuitum strain in which this element was identified (strain FC1). The influence of each katG gene on isoniazid (isonicotinic acid hydrazide; INH) susceptibility of mycobacteria was checked by using the INH-sensitive M. aurum as the host. Resistance to INH was induced when katGI was transformed into INH-sensitive M. aurum, suggesting that this enzyme contributes to the natural resistance of M. fortuitum to the drug. This is the first report showing two different genes encoding same enzyme activity which are actively expressed within the same mycobacterial strain.",10.1128/jb.179.22.6880-6886.1997,https://pubmed.ncbi.nlm.nih.gov/9371430,https://sci-hub.se/10.1128/jb.179.22.6880-6886.1997,Isoniazid,
15281945,Degradation of isooctane by Mycobacterium austroafricanum IFP 2173: growth and catabolic pathway.,Journal of applied microbiology,"Solano-Serena F, Marchal R, Heiss S, Vandecasteele JP","Isooctane (2,2,4-trimethylpentane), a major component of gasoline formulations, is recalcitrant to biodegradation probably because of the quaternary carbon group it contains. Information on the biodegradability of this hydrocarbon is essential to evaluate its fate in the environment. For these reasons, the degradation kinetics and the catabolic pathway of isooctane were investigated in Mycobacterium austroafricanum IFP 2173, the only strain characterized to use it as sole carbon and energy source.",10.1111/j.1365-2672.2004.02344.x,https://pubmed.ncbi.nlm.nih.gov/15281945,https://sci-hub.se/10.1111/j.1365-2672.2004.02344.x,Isooctane,
3680850,"Renal and hepatic lesions induced by 2,2,4-trimethylpentane.",Journal of applied toxicology : JAT,"Fowlie AJ, Grasso P, Bridges JW","The renal changes produced by 2,2,4-trimethylpentane, a constituent of unleaded gasoline, are studied in Wistar rats. The compound was given at a dose of 2 ml/kg daily by gavage dissolved in corn oil (2:1) to nine Wistar Albino rats. Nine control male rats received an equivalent dose of corn oil. Six animals were housed in metabowls to allow the collection of urine for enzyme and urinanalysis. The remaining three animals of each group were housed in a normal animal cage. After 2 days of treatment, all the test rats were noted to have lost weight and were killed on this or on the subsequent day. Macroscopic examination of the livers and kidneys revealed no visible lesions on the kidney, but two of the rats had white, slightly raised patches on the liver. Microscopic examination demonstrated centrilobular and confluent necrosis, hydropic degeneration and vacuolation of hepatocytes. Microscopic examination of the kidneys indicated eosinophilic hyaline droplet accumulation in the cells of the tubules, and tubular dilation. Analysis of plasma alkaline phosphatase and aspartate transaminase activity revealed increases consistent with liver damage. Analysis of urinary N-acetyl-beta-glucosaminidase and alkaline phosphatase activity showed increases consistent with renal toxicity. An apparent increase in the amount of cellular debris in the urine was also found, when the sediment was examined microscopically. From this study, it would appear that 2,2,4-trimethylpentane possess hepatotoxic as well as nephrotoxic properties.",10.1002/jat.2550070508,https://pubmed.ncbi.nlm.nih.gov/3680850,https://sci-hub.se/10.1002/jat.2550070508,Isooctane,
10831416,A Mycobacterium strain with extended capacities for degradation of gasoline hydrocarbons.,Applied and environmental microbiology,"Solano-Serena F, Marchal R, Casarégola S, Vasnier C, Lebeault JM, Vandecasteele JP","A bacterial strain (strain IFP 2173) was selected from a gasoline-polluted aquifer on the basis of its capacity to use 2,2, 4-trimethylpentane (isooctane) as a sole carbon and energy source. This isolate, the first isolate with this capacity to be characterized, was identified by 16S ribosomal DNA analysis, and 100% sequence identity with a reference strain of Mycobacterium austroafricanum was found. Mycobacterium sp. strain IFP 2173 used an unusually wide spectrum of hydrocarbons as growth substrates, including n-alkanes and multimethyl-substituted isoalkanes with chains ranging from 5 to 16 carbon atoms long, as well as substituted monoaromatic hydrocarbons. It also attacked ethers, such as methyl t-butyl ether. During growth on gasoline, it degraded 86% of the substrate. Our results indicated that strain IFP 2173 was capable of degrading 3-methyl groups, possibly by a carboxylation and deacetylation mechanism. Evidence that it attacked the quaternary carbon atom structure by an as-yet-undefined mechanism during growth on 2,2,4-trimethylpentane and 2,2-dimethylpentane was also obtained.",10.1128/AEM.66.6.2392-2399.2000,https://pubmed.ncbi.nlm.nih.gov/10831416,https://sci-hub.se/10.1128/AEM.66.6.2392-2399.2000,Isooctane,
15281945,Degradation of isooctane by Mycobacterium austroafricanum IFP 2173: growth and catabolic pathway.,Journal of applied microbiology,"Solano-Serena F, Marchal R, Heiss S, Vandecasteele JP","Isooctane (2,2,4-trimethylpentane), a major component of gasoline formulations, is recalcitrant to biodegradation probably because of the quaternary carbon group it contains. Information on the biodegradability of this hydrocarbon is essential to evaluate its fate in the environment. For these reasons, the degradation kinetics and the catabolic pathway of isooctane were investigated in Mycobacterium austroafricanum IFP 2173, the only strain characterized to use it as sole carbon and energy source.",10.1111/j.1365-2672.2004.02344.x,https://pubmed.ncbi.nlm.nih.gov/15281945,https://sci-hub.se/10.1111/j.1365-2672.2004.02344.x,Isooctane,
15281945,Degradation of isooctane by Mycobacterium austroafricanum IFP 2173: growth and catabolic pathway.,Journal of applied microbiology,"Solano-Serena F, Marchal R, Heiss S, Vandecasteele JP","Isooctane (2,2,4-trimethylpentane), a major component of gasoline formulations, is recalcitrant to biodegradation probably because of the quaternary carbon group it contains. Information on the biodegradability of this hydrocarbon is essential to evaluate its fate in the environment. For these reasons, the degradation kinetics and the catabolic pathway of isooctane were investigated in Mycobacterium austroafricanum IFP 2173, the only strain characterized to use it as sole carbon and energy source.",10.1111/j.1365-2672.2004.02344.x,https://pubmed.ncbi.nlm.nih.gov/15281945,https://sci-hub.se/10.1111/j.1365-2672.2004.02344.x,Isooctane,
11722885,Isolation from agricultural soil and characterization of a Sphingomonas sp. able to mineralize the phenylurea herbicide isoproturon.,Applied and environmental microbiology,"Sørensen SR, Ronen Z, Aamand J","A soil bacterium (designated strain SRS2) able to metabolize the phenylurea herbicide isoproturon, 3-(4-isopropylphenyl)-1,1-dimethylurea (IPU), was isolated from a previously IPU-treated agricultural soil. Based on a partial analysis of the 16S rRNA gene and the cellular fatty acids, the strain was identified as a Sphingomonas sp. within the alpha-subdivision of the proteobacteria. Strain SRS2 was able to mineralize IPU when provided as a source of carbon, nitrogen, and energy. Supplementing the medium with a mixture of amino acids considerably enhanced IPU mineralization. Mineralization of IPU was accompanied by transient accumulation of the metabolites 3-(4-isopropylphenyl)-1-methylurea, 3-(4-isopropylphenyl)-urea, and 4-isopropyl-aniline identified by high-performance liquid chromatography analysis, thus indicating a metabolic pathway initiated by two successive N-demethylations, followed by cleavage of the urea side chain and finally by mineralization of the phenyl structure. Strain SRS2 also transformed the dimethylurea-substituted herbicides diuron and chlorotoluron, giving rise to as-yet-unidentified products. In addition, no degradation of the methoxy-methylurea-substituted herbicide linuron was observed. This report is the first characterization of a pure bacterial culture able to mineralize IPU.",10.1128/AEM.67.12.5403-5409.2001,https://pubmed.ncbi.nlm.nih.gov/11722885,https://sci-hub.se/10.1128/AEM.67.12.5403-5409.2001,Isoproturon,
11482681,Effect of sludge-amendment or nutrient addition on the biodegradation of the herbicide isoproturon in soil.,Chemosphere,"Perrin-Ganier C, Schiavon F, Morel JL, Schiavon M","Adding sludge to agricultural soil results in added organic matter, nutrients and metallic and/or organic pollutants. These components may modify the behaviour of pesticides in the soil. We monitored possible changes in the degradation of the herbicide isoproturon (production of CO2 and degradation products) in soil amended with sludge, heavy metals or nitrogen and phosphorus. The treated and control soils were incubated under controlled conditions for 60 days. The nitrogen and phosphorus had the greatest effect on isoproturon degradation, independent of the presence of pollutants. Mineralisation of the herbicide to CO2 was slow and seemed to be linked to a fast degradation and to the accumulation of a complex degradation product that was neither catabolized nor adsorbed, 4,4'-diisopropylazobenzene. This degradation pathway also produced smaller amounts of non-extractable residues. Sewage sludge had no significant effect on isoproturon degradation, despite a large increase of organic matter mineralisation (factor 2).",10.1016/s0045-6535(00)00283-6,https://pubmed.ncbi.nlm.nih.gov/11482681,https://sci-hub.se/10.1016/s0045-6535(00)00283-6,Isoproturon,
11482681,Effect of sludge-amendment or nutrient addition on the biodegradation of the herbicide isoproturon in soil.,Chemosphere,"Perrin-Ganier C, Schiavon F, Morel JL, Schiavon M","Adding sludge to agricultural soil results in added organic matter, nutrients and metallic and/or organic pollutants. These components may modify the behaviour of pesticides in the soil. We monitored possible changes in the degradation of the herbicide isoproturon (production of CO2 and degradation products) in soil amended with sludge, heavy metals or nitrogen and phosphorus. The treated and control soils were incubated under controlled conditions for 60 days. The nitrogen and phosphorus had the greatest effect on isoproturon degradation, independent of the presence of pollutants. Mineralisation of the herbicide to CO2 was slow and seemed to be linked to a fast degradation and to the accumulation of a complex degradation product that was neither catabolized nor adsorbed, 4,4'-diisopropylazobenzene. This degradation pathway also produced smaller amounts of non-extractable residues. Sewage sludge had no significant effect on isoproturon degradation, despite a large increase of organic matter mineralisation (factor 2).",10.1016/s0045-6535(00)00283-6,https://pubmed.ncbi.nlm.nih.gov/11482681,https://sci-hub.se/10.1016/s0045-6535(00)00283-6,Isoproturon,
12089031,Growth in coculture stimulates metabolism of the phenylurea herbicide isoproturon by Sphingomonas sp. strain SRS2.,Applied and environmental microbiology,"Sørensen SR, Ronen Z, Aamand J","Metabolism of the phenylurea herbicide isoproturon by Sphingomonas sp. strain SRS2 was significantly enhanced when the strain was grown in coculture with a soil bacterium (designated strain SRS1). Both members of this consortium were isolated from a highly enriched isoproturon-degrading culture derived from an agricultural soil previously treated regularly with the herbicide. Based on analysis of the 16S rRNA gene, strain SRS1 was assigned to the beta-subdivision of the proteobacteria and probably represents a new genus. Strain SRS1 was unable to degrade either isoproturon or its known metabolites 3-(4-isopropylphenyl)-1-methylurea, 3-(4-isopropylphenyl)-urea, or 4-isopropyl-aniline. Pure culture studies indicate that Sphingomonas sp. SRS2 is auxotrophic and requires components supplied by association with other soil bacteria. A specific mixture of amino acids appeared to meet these requirements, and it was shown that methionine was essential for Sphingomonas sp. SRS2. This suggests that strain SRS1 supplies amino acids to Sphingomonas sp. SRS2, thereby leading to rapid metabolism of (14)C-labeled isoproturon to (14)CO(2) and corresponding growth of strain SRS2. Proliferation of strain SRS1 suggests that isoproturon metabolism by Sphingomonas sp. SRS2 provides unknown metabolites or cell debris that supports growth of strain SRS1. The role of strain SRS1 in the consortium was not ubiquitous among soil bacteria; however, the indigenous soil microflora and some strains from culture collections also stimulate isoproturon metabolism by Sphingomonas sp. strain SRS2 to a similar extent.",10.1128/AEM.68.7.3478-3485.2002,https://pubmed.ncbi.nlm.nih.gov/12089031,https://sci-hub.se/10.1128/AEM.68.7.3478-3485.2002,Isoproturon,
18279154,Allergic and photoallergic contact dermatitis from ketoprofen: results of (photo) patch testing and follow-up of 42 patients.,Contact dermatitis,"Devleeschouwer V, Roelandts R, Garmyn M, Goossens A","Photoallergic contact dermatitis from topical ketoprofen (KP), a nonsteroidal anti-inflammatory agent, is a well-known side effect.",10.1111/j.1600-0536.2007.01296.x,https://pubmed.ncbi.nlm.nih.gov/18279154,https://sci-hub.se/10.1111/j.1600-0536.2007.01296.x,Ketoprofen,
15979124,Pathways and metabolites of microbial degradation of selected acidic pharmaceutical and their occurrence in municipal wastewater treated by a membrane bioreactor.,Water research,"Quintana JB, Weiss S, Reemtsma T","Laboratory degradation tests with five acidic pharmaceuticals using activated sludge as inocculum under aerobic conditions were performed and microbial metabolites were analysed by liquid chromatography-mass spectrometry (LC-MS). Ketoprofen was partly mineralized as a sole source of carbon and energy and the metabolites determined by LC-MS suggest microbial ketoprofen degradation to proceed along the pathway known for biphenyls and related compounds. Bezafibrate, naproxen and ibuprofen were degraded only cometabolically whereas no transformation was obtained for diclofenac. Some biodegradation intermediates in these batch tests could be tentatively identified by means of LC-MS. The first step in microbial bezafibrate degradation appears to be the hydrolytic cleavage of the amide bond, generating well degradable 4-chlorobenzoic acid as one of the hydrolysis products. As previously found for mammals, ether cleavage and formation of desmethylnaproxen was the initial step in microbial degradation of naproxen. Two isomers of hydroxy-ibuprofen were detected as intermediates in the mineralization of ibuprofen. Laboratory studies suggest that naproxen and ibuprofen can be fully mineralized whereas more stable metabolites occur in microbial ketoprofen and bezafibrate transformation, that may deserve further attention. A LC-MS method for the trace analysis of these metabolites in water was developed and applied to municipal wastewater. Municipal wastewater treatment by a membrane bioreactor may gradually improve the removal of these pharmaceuticals.",10.1016/j.watres.2005.04.068,https://pubmed.ncbi.nlm.nih.gov/15979124,https://sci-hub.se/10.1016/j.watres.2005.04.068,Ketoprofen,
19913277,White-rot fungus-mediated degradation of the analgesic ketoprofen and identification of intermediates by HPLC-DAD-MS and NMR.,Chemosphere,"Marco-Urrea E, Pérez-Trujillo M, Cruz-Morató C, Caminal G, Vicent T","Ketoprofen is a nonsteroidal anti-inflammatory drug that has been detected in the environment in the range of ng L(-1)-microg L(-1) due to its low degradability in some wastewater treatment plants. In this study, the use of the white-rot fungus Trametes versicolor to effectively degrade ketoprofen in a defined liquid medium was assessed. The fungus eliminated ketoprofen to nondetectable levels in 24h when it was added at 10mgL(-1) whereas at low concentration of 40microgL(-1) it was almost completely removed (95%) after 5h. Low extracellular laccase activity was detected in the T. versicolor cultures but the addition of the laccase-mediator system did not lead to ketoprofen oxidation. The cytochrome P-450 inhibitor 1-aminobenzotriazole reduced ketoprofen oxidation. These data suggest that the first oxidation step is cytochrome P450 mediated. During time-course degradation experiments, three intermediates were structurally elucidated and quantified by HPLC-DAD-MS and NMR: 2-[3-(4-hydroxybenzoyl)phenyl]-propanoic acid, 2-[(3-hydroxy(phenyl)methyl)phenyl]-propanoic acid, and 2-(3-benzoyl-4-hydroxyphenyl)-propanoic acid. The latter was reported for the first time in biological systems. After 7 d of incubation, only small amounts of 2-[(3-hydroxy(phenyl)methyl)phenyl]-propanoic acid (0.08mg) remained in the liquid medium in comparison with the initial ketoprofen dose (1.0mg), suggesting possible mineralization of ketoprofen.",10.1016/j.chemosphere.2009.10.009,https://pubmed.ncbi.nlm.nih.gov/19913277,https://sci-hub.se/10.1016/j.chemosphere.2009.10.009,Ketoprofen,
10224006,Rhodococcus erythropolis DCL14 contains a novel degradation pathway for limonene.,Applied and environmental microbiology,"van der Werf MJ, Swarts HJ, de Bont JA","Strain DCL14, which is able to grow on limonene as a sole source of carbon and energy, was isolated from a freshwater sediment sample. This organism was identified as a strain of Rhodococcus erythropolis by chemotaxonomic and genetic studies. R. erythropolis DCL14 also assimilated the terpenes limonene-1,2-epoxide, limonene-1,2-diol, carveol, carvone, and (-)-menthol, while perillyl alcohol was not utilized as a carbon and energy source. Induction tests with cells grown on limonene revealed that the oxygen consumption rates with limonene-1,2-epoxide, limonene-1,2-diol, 1-hydroxy-2-oxolimonene, and carveol were high. Limonene-induced cells of R. erythropolis DCL14 contained the following four novel enzymatic activities involved in the limonene degradation pathway of this microorganism: a flavin adenine dinucleotide- and NADH-dependent limonene 1, 2-monooxygenase activity, a cofactor-independent limonene-1, 2-epoxide hydrolase activity, a dichlorophenolindophenol-dependent limonene-1,2-diol dehydrogenase activity, and an NADPH-dependent 1-hydroxy-2-oxolimonene 1,2-monooxygenase activity. Product accumulation studies showed that (1S,2S,4R)-limonene-1,2-diol, (1S, 4R)-1-hydroxy-2-oxolimonene, and (3R)-3-isopropenyl-6-oxoheptanoate were intermediates in the (4R)-limonene degradation pathway. The opposite enantiomers [(1R,2R,4S)-limonene-1,2-diol, (1R, 4S)-1-hydroxy-2-oxolimonene, and (3S)-3-isopropenyl-6-oxoheptanoate] were found in the (4S)-limonene degradation pathway, while accumulation of (1R,2S,4S)-limonene-1,2-diol from (4S)-limonene was also observed. These results show that R. erythropolis DCL14 metabolizes both enantiomers of limonene via a novel degradation pathway that starts with epoxidation at the 1,2 double bond forming limonene-1,2-epoxide. This epoxide is subsequently converted to limonene-1,2-diol, 1-hydroxy-2-oxolimonene, and 7-hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone. This lactone spontaneously rearranges to form 3-isopropenyl-6-oxoheptanoate. In the presence of coenzyme A and ATP this acid is converted further, and this finding, together with the high levels of isocitrate lyase activity in extracts of limonene-grown cells, suggests that further degradation takes place via the beta-oxidation pathway.",10.1128/AEM.65.5.2092-2102.1999,https://pubmed.ncbi.nlm.nih.gov/10224006,https://sci-hub.se/10.1128/AEM.65.5.2092-2102.1999,Limonene,
10224006,Rhodococcus erythropolis DCL14 contains a novel degradation pathway for limonene.,Applied and environmental microbiology,"van der Werf MJ, Swarts HJ, de Bont JA","Strain DCL14, which is able to grow on limonene as a sole source of carbon and energy, was isolated from a freshwater sediment sample. This organism was identified as a strain of Rhodococcus erythropolis by chemotaxonomic and genetic studies. R. erythropolis DCL14 also assimilated the terpenes limonene-1,2-epoxide, limonene-1,2-diol, carveol, carvone, and (-)-menthol, while perillyl alcohol was not utilized as a carbon and energy source. Induction tests with cells grown on limonene revealed that the oxygen consumption rates with limonene-1,2-epoxide, limonene-1,2-diol, 1-hydroxy-2-oxolimonene, and carveol were high. Limonene-induced cells of R. erythropolis DCL14 contained the following four novel enzymatic activities involved in the limonene degradation pathway of this microorganism: a flavin adenine dinucleotide- and NADH-dependent limonene 1, 2-monooxygenase activity, a cofactor-independent limonene-1, 2-epoxide hydrolase activity, a dichlorophenolindophenol-dependent limonene-1,2-diol dehydrogenase activity, and an NADPH-dependent 1-hydroxy-2-oxolimonene 1,2-monooxygenase activity. Product accumulation studies showed that (1S,2S,4R)-limonene-1,2-diol, (1S, 4R)-1-hydroxy-2-oxolimonene, and (3R)-3-isopropenyl-6-oxoheptanoate were intermediates in the (4R)-limonene degradation pathway. The opposite enantiomers [(1R,2R,4S)-limonene-1,2-diol, (1R, 4S)-1-hydroxy-2-oxolimonene, and (3S)-3-isopropenyl-6-oxoheptanoate] were found in the (4S)-limonene degradation pathway, while accumulation of (1R,2S,4S)-limonene-1,2-diol from (4S)-limonene was also observed. These results show that R. erythropolis DCL14 metabolizes both enantiomers of limonene via a novel degradation pathway that starts with epoxidation at the 1,2 double bond forming limonene-1,2-epoxide. This epoxide is subsequently converted to limonene-1,2-diol, 1-hydroxy-2-oxolimonene, and 7-hydroxy-4-isopropenyl-7-methyl-2-oxo-oxepanone. This lactone spontaneously rearranges to form 3-isopropenyl-6-oxoheptanoate. In the presence of coenzyme A and ATP this acid is converted further, and this finding, together with the high levels of isocitrate lyase activity in extracts of limonene-grown cells, suggests that further degradation takes place via the beta-oxidation pathway.",10.1128/AEM.65.5.2092-2102.1999,https://pubmed.ncbi.nlm.nih.gov/10224006,https://sci-hub.se/10.1128/AEM.65.5.2092-2102.1999,Limonene,
402103,Degradation of organophosphorus and carbamate insecticides in the soil and by soil microorganisms.,Annual review of entomology,"Laveglia J, Dahm PA",,10.1146/annurev.en.22.010177.002411,https://pubmed.ncbi.nlm.nih.gov/402103,https://sci-hub.se/10.1146/annurev.en.22.010177.002411,Malathion,
17896475,Involvement of chromosomally-encoded genes in malathion utilization by Pseudomonas aeruginosa AA112.,Acta microbiologica et immunologica Hungarica,Abo-Amer AE,"Malathion is an organophosphate insecticide that has been widely used for both domestic and commercial agricultural purposes. However, malathion has the potential to produce toxic effects in mammalian systems. In this study, Pseudomonas aeruginosa AA 112 which was isolated from soil using enrichment technique could utilize the malathion as a sole carbon source and a source of energy. Pseudomonas aeruginosa AA112 was able to grow in MSMPY medium containing 42.75 mg/ml malathion. However, the optimum concentration of malathion which supported the maximum bacterial growth was found to be 22. 8 mg/ml. Malathion was used as an initial source of energy and carbon when it was found without additional carbon sources (in MSM medium) while it was utilized as second source of energy and carbon in a nutrient-supplemented medium (in MSMPY medium). Moreover, lead acetate test indicated that malathion was first attacked at a sulphur site 1-2 hours after the start of incubation. TLC and IR analysis indicated that malathion was completely degraded into diethyl succinate, hydrogen sulphide and phosphates. Therefore a malathion degradation pathway was proporsed. The degradation of malathion is attributed to the genes located on the chromosome and at least three proteins of high molecular size might be involved in malathion utilization. Bacteria able to use malathion as a food source or metabolize its residues in the environment to inactive, less toxic, and harmless compounds, could be used in bioremediation of an environmental pollution caused by the pesticide.",10.1556/AMicr.54.2007.3.3,https://pubmed.ncbi.nlm.nih.gov/17896475,https://sci-hub.se/10.1556/AMicr.54.2007.3.3,Malathion,
12713326,Reductive desulfurization of allylic thiols by HS-/H2S in water gives clue to chemical reactions widespread in natural environments.,Organic letters,"Hebting Y, Adam P, Albrecht P","The reduction of allylic thiols to alkenes by hydrogen sulfide in aqueous solutions, a novel reaction that may explain reduction processes widely occurring in natural environments, has been discovered. Its mechanism has been studied and suggested to follow an S(RN)1-like pathway involving radical intermediates undergoing 1,4 hydrogen shifts. [reaction: see text]",10.1021/ol034374j,https://pubmed.ncbi.nlm.nih.gov/12713326,https://sci-hub.se/10.1021/ol034374j,Malathion,
8639525,Mechanism of the reaction catalyzed by mandelate racemase: structure and mechanistic properties of the D270N mutant.,Biochemistry,"Schafer SL, Barrett WC, Kallarakal AT, Mitra B, Kozarich JW, Gerlt JA, Clifton JG, Petsko GA, Kenyon GL","On the basis of the available high-resolution structures of mandelate racemase (MR) from Pseudomonas putida [Landro, J.A., Gerlt, J.A., Kozarich, J.W., Koo, C.W., Shah, V.J., Kenyon, G.L., Neidhart, D.J., Fujita, J., & Petsko, G.A. (1994) Biochemistry 33, 635-643], Lys 166 and His 297 are positioned appropriately to participate in catalysis as acid/base catalysts, with Lys 166 participating as the (S)-specific acid/base catalyst and His 297 participating as the (R)-specific acid/base catalyst. The dependence of kcat on pH for the racemization of both (R)- and (S)-mandelates suggests that the pKaS of the conjugate acids of Lys 166 and His 297 are both approximately 6.4 [Landro, J.A., Kallarakal, A.T., Ransom, S.C., Gerlt, J.A., Kozarich, J.W., Neidhart, D.J., Kenyon, G.L. (1991) Biochemistry 30, 9274-9281; Kallarakal, A.T., Mitra, B., Kozarich, J.W., Gerlt, J.A., Clifton, J.R., Petsko, G.A., & Kenyon, G.L. (1995) Biochemistry 34, 2788-2797]. Both acid/base catalysts are in close proximity to and approximately equidistant to the epsilon-ammonium group of Lys 164 and the essential Mg2+. The positive electrostatic potential provided by these cationic groups might be expected to increase the acidities of the cationic conjugate acids of the acid/base catalysts, thereby explaining the depressed pKa of Lys 166 but not the ""normal"" pKa of His 297. Asp 270 is hydrogen bonded of N delta of His 297 and, therefore, may allow the pKa of His 297 to be normal. In this paper we report the structural and mechanistic properties of the mutant in which Asp 270 is replaced with asparagine (D270N). The structure of D270N with (S)-atrolactate bound in the active site reveals no geometric alterations in the active site when compared to the structure of wild-type MR complexed with (S)-atrolactate, with the exception that the side chain of His 297 is tilted and displaced approximately 0.5 A away from Asn 270 and toward the (S)-atrolactate. The kcatS for both (R)- and (S)-mandelates are reduced approximately 10(4)-fold. In accord with the proposal that Asp 270 influences the pKa of His 297, in the (R)- to (S)-direction no ascending limb is detected in the dependence of kcat of pH; instead, kcat decreases from a low pH plateau as described by a pKa of 10. In the (S)- to (R)-direction the dependence of kcat of pH is a bell-shaped curve that is described by pKaS of 6.4 and 10. In analogy to the previously reported properties of the H297N mutant [Landro, J.A., Kallarakal, A.T., Ransom, S.C., Gerlt, J.A., Kozarich, J.W., Neidhart, D.J., & Kenyon, G.L. (1991) Biochemistry 30, 9274-9281], D270N catalyzes both the facile exchange of the alpha-proton of (S)- but not (R)-mandelate with solvent and the stereospecific elimination of bromide ion from (S)-p-(bromomethyl)mandalate. These observations suggest that His 297 and Asp 270 function as a catalytic dyad, with Asp 270 being at least partially responsible for the normal pKa of His 297 in wild-type MR.",10.1021/bi960174m,https://pubmed.ncbi.nlm.nih.gov/8639525,https://sci-hub.se/10.1021/bi960174m,Mandelate,
